source,target,avg_finished_duration,avg_finished_path_length,avg_rating,failure_rate,avg_unfinished_duration,avg_unfinished_path_length,difficulty_score,shortest_path_length,semantic_distance
Santa_Claus,Coccinellidae,156.0,7.0,,0.0,,,0.09,4.0,0.46
Santa_Claus,Adolf_Hitler,54.5,3.5,5.0,0.0,,,0.04,2.0,0.3
Santa_Claus,Applied_mathematics,124.0,6.0,2.0,0.0,,,0.08,3.0,0.32
Santa_Claus,Spherical_aberration,101.0,7.0,3.0,0.0,,,0.08,4.0,0.25
Santa_Claus,Rhenium,140.0,7.0,3.0,0.0,,,0.09,4.0,0.47
Santa_Claus,Australian_rules_football,224.0,4.0,,0.0,,,0.08,3.0,0.25
Santa_Claus,Blitzkrieg,17.0,3.0,1.0,0.0,,,0.03,2.0,0.47
Santa_Claus,Gliese_876_b,307.75,13.5,4.0,0.0,,,0.18,5.0,0.3
Santa_Claus,Lille,79.0,3.0,1.0,0.0,,,0.04,2.0,0.48
Santa_Claus,The_Shawshank_Redemption,86.0,4.0,,0.0,,,0.05,3.0,0.29
Santa_Claus,Ziad_Jarrah,115.0,4.0,,0.0,,,0.06,3.0,0.31
Driving_on_the_left_or_right,Vegetable,215.4,7.6,3.25,0.17,81.0,4.0,0.14,2.0,0.44
European_Parliament,Carbon,83.0,7.0,2.0,0.0,,,0.08,3.0,0.47
European_Parliament,Walrus,51.0,4.0,2.0,0.0,,,0.04,3.0,0.48
European_Parliament,Galaxy,31.0,5.0,,0.0,,,0.05,3.0,0.48
European_Parliament,North_Sea,30.0,3.0,1.0,0.0,,,0.03,2.0,0.3
European_Parliament,London_Underground,60.0,4.0,,0.0,,,0.05,3.0,0.36
Chives,Cookiecutter_shark,56.0,5.0,1.0,0.5,71.0,5.0,0.15,4.0,0.47
Chives,Antarctic_Treaty_System,49.0,7.0,2.0,0.0,,,0.07,3.0,0.48
Chives,Bird_of_prey,197.17,8.33,2.0,0.0,,,0.11,3.0,0.45
Chives,Brahman,75.0,5.0,2.0,0.0,,,0.06,3.0,0.46
Chives,Canadian_Senate,40.0,4.0,1.0,0.0,,,0.04,3.0,0.5
Chives,Decade_Volcanoes,60.0,4.0,2.0,0.0,,,0.05,3.0,0.45
Chives,Thomas_Aquinas,84.0,5.0,1.0,0.0,,,0.06,3.0,0.45
Forest,Moscow,96.0,4.0,,0.0,,,0.05,3.0,0.42
Forest,Bay_Area_Rapid_Transit,41.0,5.0,1.0,0.0,,,0.05,3.0,0.42
Forest,Yellow_River,35.0,4.0,1.0,0.0,,,0.04,2.0,0.41
Forest,Coccinellidae,215.0,5.0,3.0,0.0,,,0.09,4.0,0.46
Forest,Adolf_Hitler,29.0,4.0,1.0,0.0,,,0.04,3.0,0.46
Forest,The_Rime_of_the_Ancient_Mariner,126.0,6.0,,0.0,,,0.08,4.0,0.48
Forest,Collapse_of_the_World_Trade_Center,100.0,5.0,2.0,0.0,,,0.06,3.0,0.47
Luftwaffe,Muhammad,69.33,5.33,1.5,0.0,,,0.06,3.0,0.45
Luftwaffe,Madagascar,122.0,4.0,,0.0,,,0.06,3.0,0.46
Luftwaffe,U2,172.0,8.0,,0.0,,,0.1,3.0,0.4
Luftwaffe,Recycling,424.0,23.0,,0.0,,,0.28,3.0,0.46
Luftwaffe,Damascus,103.0,7.0,,0.0,,,0.08,2.0,0.4
Luftwaffe,Faroe_Islands,78.5,5.0,3.0,0.0,,,0.06,2.0,0.47
Luftwaffe,Niels_Bohr,376.5,7.0,3.0,0.0,,,0.14,3.0,0.49
Luftwaffe,Qin_Shi_Huang,85.0,6.0,2.0,0.0,,,0.07,3.0,0.47
Luftwaffe,Special_relativity,186.5,7.5,2.0,0.0,,,0.1,3.0,0.5
Luftwaffe,Trench_warfare,83.0,3.0,1.0,0.0,,,0.04,2.0,0.47
FairTax,Leaning_Tower_of_Pisa,490.0,17.0,5.0,0.5,289.0,6.0,0.35,4.0,0.47
Medieval_commune,World_War_II,40.0,4.0,2.0,0.0,,,0.04,2.0,0.27
Medieval_commune,Jazz,190.0,5.0,2.0,0.5,59.0,2.0,0.18,3.0,0.41
Medieval_commune,Portugal,181.0,7.0,2.0,0.0,,,0.1,2.0,0.46
Medieval_commune,Paul_McCartney,171.0,6.0,2.0,0.0,,,0.09,4.0,0.24
Medieval_commune,Malcolm_X,95.0,5.5,2.0,0.0,,,0.07,4.0,0.32
Medieval_commune,House_Sparrow,335.0,18.0,3.0,0.0,,,0.22,4.0,0.31
Medieval_commune,Abel_Tasman,281.0,9.0,4.0,0.0,,,0.14,3.0,0.3
Portuguese_Communist_Party,Conakry,47.0,4.0,2.0,0.0,,,0.04,3.0,0.46
The_Temptations,Ichthyosaur,298.0,15.0,3.0,0.0,,,0.19,4.0,0.44
The_Temptations,United_States_Senate,35.0,3.0,1.0,0.0,,,0.03,2.0,0.35
The_Temptations,Myocardial_infarction,186.0,7.0,,0.0,,,0.1,3.0,0.31
The_Temptations,Kofi_Annan,213.0,6.0,3.0,0.0,,,0.1,3.0,0.36
The_Temptations,Invertebrate,290.0,10.0,3.0,0.0,,,0.15,3.0,0.46
The_Temptations,Chile,160.0,5.0,1.0,0.0,,,0.08,3.0,0.51
The_Temptations,Monaco_Grand_Prix,311.0,8.0,4.0,0.0,,,0.13,3.0,0.33
The_Temptations,Star_Trek__The_Original_Series,726.0,26.0,5.0,0.0,,,0.37,4.0,0.31
Joseph_and_the_Amazing_Technicolor_Dreamcoat,Aquarium,216.25,10.0,3.75,0.0,,,0.13,3.0,0.42
Palace_of_Westminster,Anne_Frank,114.0,4.0,1.0,0.0,,,0.06,3.0,0.37
Palace_of_Westminster,Olympic_Games,114.0,4.0,1.0,0.0,,,0.06,2.0,0.3
Palace_of_Westminster,Ukraine,43.0,5.0,1.0,0.0,,,0.05,2.0,0.48
Palace_of_Westminster,Greenland,64.0,4.0,2.0,0.0,,,0.05,3.0,0.44
Lyme_disease,Globular_cluster,40.0,6.0,2.0,0.0,,,0.06,4.0,0.3
Lyme_disease,River_Severn,39.0,6.0,1.0,0.5,170.0,5.0,0.16,2.0,0.36
Lyme_disease,South_Africa,111.0,4.0,1.0,0.0,,,0.06,2.0,0.3
Lyme_disease,Uranium,84.0,4.0,1.0,0.0,,,0.05,3.0,0.46
Lyme_disease,Greece,14.0,3.0,1.0,0.0,,,0.03,2.0,0.44
Lyme_disease,Food,112.5,6.0,1.67,0.0,,,0.07,2.0,0.45
Lyme_disease,Jet_engine,149.0,7.5,4.0,0.0,,,0.09,2.0,0.29
Lyme_disease,Synthesizer,376.0,9.0,,0.0,,,0.16,3.0,0.45
Lyme_disease,Despotism,496.0,11.0,2.0,0.0,,,0.2,3.0,0.46
Lyme_disease,Mario,155.0,10.0,,0.0,,,0.12,2.0,0.49
Lyme_disease,William_Butler_Yeats,151.5,5.5,,0.0,,,0.08,3.0,0.36
Corundum,Niger,42.0,4.0,1.0,0.0,,,0.04,3.0,0.43
Corundum,Victoria_Cross,640.0,7.0,,0.0,,,0.2,4.0,0.48
Corundum,Ichthyosaur,87.5,8.0,4.0,0.0,,,0.08,4.0,0.43
Corundum,Switzerland,125.0,4.0,2.0,0.0,,,0.06,2.0,0.46
Corundum,Frederick_II_of_Prussia,418.0,7.0,,0.0,,,0.15,3.0,0.49
Corundum,Babe_Ruth,184.0,5.0,2.0,0.0,,,0.08,4.0,0.47
Corundum,James_Garfield,138.0,8.0,2.0,0.5,204.0,5.0,0.2,4.0,0.43
Corundum,"Baltimore,_Maryland",160.0,5.0,2.0,0.0,,,0.08,3.0,0.45
Olaudah_Equiano,Battle_of_Britain,105.0,7.0,,0.0,,,0.08,3.0,0.28
Olaudah_Equiano,The_Beano,273.0,5.0,4.0,0.0,,,0.1,4.0,0.34
Olaudah_Equiano,Rugby_World_Cup,307.0,10.0,,0.5,452.0,13.0,0.25,3.0,0.24
Slavery,Smog,172.0,8.0,,0.0,,,0.1,3.0,0.45
Slavery,Ocean,68.0,6.5,,0.0,,,0.07,2.0,0.41
Slavery,Season,63.0,8.0,1.0,0.0,,,0.08,2.0,0.41
Slavery,Marshall_Islands,87.5,4.5,2.0,0.0,,,0.06,2.0,0.43
Slavery,Bran,96.75,5.25,3.0,0.0,,,0.06,3.0,0.47
Slavery,Humour,182.0,10.0,,0.67,1056.5,34.5,0.26,3.0,0.4
Slavery,Metric_expansion_of_space,205.0,8.17,2.0,0.0,,,0.11,3.0,0.48
Slavery,Camel,53.0,3.0,,0.0,,,0.04,2.0,0.43
Slavery,Great_Spotted_Woodpecker,216.5,6.5,2.0,0.0,,,0.1,4.0,0.48
Horn_of_Africa,Animal,46.0,4.0,,0.0,,,0.04,2.0,0.44
Horn_of_Africa,Sun,22.0,4.0,1.0,0.0,,,0.04,2.0,0.44
Horn_of_Africa,Dubai,79.62,5.62,1.67,0.0,,,0.06,3.0,0.44
Horn_of_Africa,Rhythm_and_blues,79.0,5.0,,0.0,,,0.06,2.0,0.28
Horn_of_Africa,Oviraptor,73.0,4.5,3.0,0.0,,,0.05,3.0,0.42
Horn_of_Africa,Zebra_shark,107.0,7.0,2.0,0.0,,,0.08,4.0,0.24
Horn_of_Africa,British_Isles_(terminology),188.0,6.0,,0.0,,,0.09,3.0,0.3
Horn_of_Africa,Ben_Jonson,98.0,4.0,1.0,0.0,,,0.05,3.0,0.31
Horn_of_Africa,History_of_post-Soviet_Russia,230.0,9.0,3.0,0.0,,,0.12,3.0,0.24
Horn_of_Africa,Ununpentium,133.33,9.0,2.33,0.0,,,0.1,4.0,0.49
Western_Sahara,Pacific_Ocean,41.0,3.0,1.0,0.0,,,0.03,2.0,0.24
Western_Sahara,Vertebrate,60.5,4.5,2.0,0.0,,,0.05,3.0,0.44
Western_Sahara,Leonardo_da_Vinci,98.0,6.33,2.5,0.0,,,0.07,3.0,0.23
Western_Sahara,Juice,436.0,8.0,3.0,0.0,,,0.16,3.0,0.44
Western_Sahara,Clothing,152.5,5.5,2.0,0.33,151.0,4.0,0.14,3.0,0.46
Western_Sahara,Sweden,74.0,4.67,1.5,0.0,,,0.05,2.0,0.44
Western_Sahara,Crocodile,76.0,3.0,,0.0,,,0.04,2.0,0.45
Western_Sahara,Sequoia,75.0,4.0,,0.0,,,0.05,2.0,0.45
Western_Sahara,Amazon_parrot,454.0,9.0,,0.0,,,0.17,4.0,0.33
Western_Sahara,Cardiff,124.0,5.0,2.0,0.0,,,0.07,3.0,0.43
Western_Sahara,Condoleezza_Rice,79.0,4.0,2.0,0.0,,,0.05,2.0,0.23
Western_Sahara,South_Ossetia,76.0,5.0,,0.0,,,0.06,3.0,0.19
Yemen,Mauritius,122.0,5.0,2.0,0.0,,,0.07,1.0,0.33
Yemen,Homer,109.0,8.0,,0.0,,,0.09,2.0,0.46
Yemen,Sea,56.0,4.0,1.0,0.0,,,0.05,2.0,0.35
Yemen,Berlin,124.75,5.75,1.5,0.0,,,0.07,2.0,0.39
Yemen,Ronald_Reagan,73.0,4.67,2.0,0.0,,,0.05,2.0,0.46
Yemen,City,528.5,5.0,3.0,0.0,,,0.16,2.0,0.41
Yemen,Airbus_A380,193.5,6.5,3.0,0.0,,,0.1,2.0,0.43
Yemen,James_K._Polk,77.8,5.2,1.67,0.0,,,0.06,3.0,0.43
Oman,Cold_War,65.0,4.5,2.0,0.0,,,0.05,2.0,0.46
Oman,Soviet_Union,108.0,5.0,3.0,0.0,,,0.06,2.0,0.45
Oman,George_H._W._Bush,23.0,3.0,1.0,0.0,,,0.03,2.0,0.44
Oman,Leo_Tolstoy,978.0,17.0,4.0,0.5,495.0,5.0,0.46,3.0,0.45
Oman,Real_tennis,73.5,4.5,1.0,0.0,,,0.05,3.0,0.49
Fashion,Mauritius,61.0,6.0,2.0,0.0,,,0.06,3.0,0.43
Fashion,Niger_River,108.67,6.0,,0.0,,,0.07,4.0,0.45
Fashion,Blue_Whale,82.5,7.5,,0.0,,,0.08,4.0,0.42
Fashion,Netherlands_Antilles,37.0,4.0,2.0,0.0,,,0.04,3.0,0.47
Fashion,Battle_of_Moscow,46.0,4.5,,0.0,,,0.05,3.0,0.45
Fashion,Jane_Austen,120.0,6.0,2.0,0.0,,,0.08,3.0,0.44
Fashion,Milky_Way,74.0,4.0,,0.0,,,0.05,3.0,0.45
Fashion,Pac-Man,196.25,7.5,2.33,0.2,122.0,6.0,0.14,4.0,0.43
Fashion,Palau,80.5,4.5,2.5,0.0,,,0.05,3.0,0.46
Fashion,Sickle-cell_disease,917.0,22.0,5.0,0.33,447.0,10.0,0.45,4.0,0.48
Fashion,Zulu,203.33,5.33,1.5,0.0,,,0.09,3.0,0.41
Semiconductor_device,Helium,16.0,4.0,1.0,0.0,,,0.04,2.0,0.46
Semiconductor_device,Plutonium,26.0,4.0,1.0,0.0,,,0.04,2.0,0.45
Semiconductor_device,Nationality,102.0,6.0,2.0,0.0,,,0.07,3.0,0.43
Semiconductor_device,Tyrannosaurus,235.25,6.75,3.0,0.0,,,0.11,3.0,0.46
Semiconductor_device,Ganesha,109.5,9.0,2.0,0.0,,,0.1,3.0,0.48
Semiconductor_device,Communism,55.0,5.5,,0.0,,,0.06,2.0,0.46
Semiconductor_device,Fine_art,135.0,5.0,2.0,0.33,249.0,9.0,0.14,2.0,0.33
Semiconductor_device,Dublin,32.0,3.0,1.0,0.0,,,0.03,2.0,0.47
Semiconductor_device,Californium,49.0,5.0,,0.5,52.0,4.0,0.15,3.0,0.45
Semiconductor_device,Interpol,468.0,13.0,4.0,0.0,,,0.21,2.0,0.46
Semiconductor_device,Habsburg_Spain,32.0,4.0,2.0,0.0,,,0.04,3.0,0.3
Political_economy,Animal,57.17,5.67,1.5,0.0,,,0.06,2.0,0.43
Political_economy,Manchester,53.0,6.0,,0.0,,,0.06,3.0,0.46
Political_economy,Parrot,158.57,8.14,3.25,0.0,,,0.1,3.0,0.45
Political_economy,Geography,75.0,4.0,,0.0,,,0.05,2.0,0.43
Political_economy,Istanbul,189.0,4.0,2.0,0.0,,,0.07,3.0,0.46
Political_economy,James_D._Watson,112.0,7.0,,0.0,,,0.08,3.0,0.33
Political_economy,Pentateuch,62.0,5.0,2.0,0.0,,,0.05,3.0,0.46
Political_economy,Saltasaurus,185.0,6.0,3.0,0.0,,,0.09,4.0,0.47
Political_economy,Time,46.0,4.0,2.0,0.0,,,0.04,2.0,0.45
Orkney,Peru,80.5,5.0,2.0,0.0,,,0.06,3.0,0.4
Orkney,Pluto,30.0,6.0,,0.0,,,0.06,3.0,0.43
Orkney,M1_motorway,252.0,7.0,2.0,0.0,,,0.11,4.0,0.47
Orkney,Holy_Roman_Empire,224.0,4.0,3.0,0.0,,,0.08,2.0,0.42
Orkney,Fossil_fuel,237.0,5.5,1.5,0.0,,,0.1,3.0,0.43
Orkney,James_Monroe,96.0,6.0,,0.0,,,0.07,3.0,0.41
Orkney,Chile,102.5,5.5,,0.0,,,0.07,3.0,0.38
Orkney,Longship,121.0,6.0,2.0,0.0,,,0.08,2.0,0.3
World_Heritage_Site,Isles_of_Scilly,26.0,4.0,,0.0,,,0.04,3.0,0.28
World_Heritage_Site,Pottery,124.0,5.0,4.0,0.5,115.0,4.0,0.17,2.0,0.45
Gazelle,Dresden,124.0,5.0,,0.0,,,0.07,4.0,0.42
Gazelle,Hudson_Bay,419.0,8.0,3.0,0.0,,,0.16,3.0,0.46
Gazelle,Drought,57.0,4.0,1.0,0.0,,,0.05,3.0,0.43
Pliocene,Poetry,153.2,6.0,2.0,0.0,,,0.08,2.0,0.45
Pliocene,Cuba,30.0,3.0,,0.0,,,0.03,2.0,0.39
Pliocene,Politics,114.0,6.33,4.0,0.0,,,0.08,3.0,0.48
Pliocene,Tiger,77.67,5.0,,0.0,,,0.06,3.0,0.48
Pliocene,Weasel,17.0,2.0,1.0,0.0,,,0.02,1.0,0.45
Pliocene,Cardiff,66.0,8.0,,0.0,,,0.08,3.0,0.42
Pliocene,Roald_Amundsen,107.0,5.0,2.0,0.0,,,0.06,2.0,0.46
Pliocene,Senate_of_Canada,167.0,7.0,3.0,0.0,,,0.09,3.0,0.48
Carl_Sagan,Fossil_fuel,18.0,3.0,1.0,0.0,,,0.03,2.0,0.2
Carl_Sagan,Plate_tectonics,49.0,3.0,,0.0,,,0.04,2.0,0.25
Carl_Sagan,Amazon_Rainforest,650.0,6.0,2.0,0.0,,,0.19,2.0,0.28
Carl_Sagan,Malta,212.0,6.0,2.0,0.0,,,0.1,3.0,0.43
Carl_Sagan,Gerald_Ford,103.5,4.5,1.0,0.0,,,0.06,3.0,0.19
Carl_Sagan,Caesium,40.0,4.0,1.0,0.0,,,0.04,2.0,0.49
Carl_Sagan,Humpback_Whale,282.0,12.5,4.0,0.0,,,0.16,4.0,0.23
Carl_Sagan,J._J._Thomson,176.0,6.0,2.0,0.0,,,0.09,3.0,0.25
Carl_Sagan,National_Anthem_of_Russia,88.0,6.0,1.0,0.0,,,0.07,3.0,0.23
Fiji,Animal,144.0,8.0,,0.0,,,0.1,2.0,0.45
Fiji,Conakry,139.0,5.5,2.5,0.0,,,0.08,3.0,0.33
Fiji,Igneous_rock,68.0,5.0,,0.0,,,0.06,2.0,0.46
International_human_rights_instruments,Iraq,76.0,3.0,1.0,0.0,,,0.04,2.0,0.43
International_human_rights_instruments,Louis_XIV_of_France,81.0,4.0,,0.0,,,0.05,3.0,0.21
International_human_rights_instruments,Romeo_and_Juliet,126.0,6.0,1.0,0.0,,,0.08,4.0,0.23
Gorilla,Automobile,178.0,6.0,2.0,0.0,,,0.09,3.0,0.43
Gorilla,Opera,154.0,8.2,1.0,0.17,90.0,3.0,0.14,3.0,0.42
Gorilla,Flemish_people,188.0,9.5,3.5,0.33,177.0,6.0,0.19,3.0,0.43
Gorilla,Tony_Blair,331.0,7.0,,0.5,139.0,9.0,0.23,3.0,0.42
Gorilla,Argon,182.0,6.0,3.0,0.5,97.0,7.0,0.19,3.0,0.38
Gorilla,Expressionism,203.0,7.0,2.5,0.0,,,0.1,3.0,0.45
Gorilla,Mekong,132.0,8.0,2.0,0.0,,,0.09,3.0,0.42
Gorilla,Tank,120.0,6.0,,0.0,,,0.08,3.0,0.38
Gorilla,Thallium,114.0,10.0,3.0,0.5,106.0,3.0,0.21,4.0,0.44
Prospecting,Roman_Empire,36.0,4.0,,0.0,,,0.04,3.0,0.48
Prospecting,Cancer,98.0,6.0,2.5,0.25,31.0,7.0,0.12,2.0,0.41
Prospecting,James_Clerk_Maxwell,57.0,5.0,1.0,0.0,,,0.05,3.0,0.45
Prospecting,Karl_Marx,110.5,5.0,2.5,0.0,,,0.07,3.0,0.48
Prospecting,9th_century,77.0,8.0,2.0,0.0,,,0.08,3.0,0.49
Prospecting,Trinidad_and_Tobago,167.0,4.0,,0.0,,,0.07,3.0,0.46
Prospecting,Emperor_Penguin,83.0,8.0,,0.0,,,0.08,4.0,0.49
Prospecting,Zulu,94.0,5.5,2.5,0.0,,,0.07,3.0,0.45
Alfred_Hitchcock,Space_Shuttle_Challenger,84.0,4.0,3.0,0.0,,,0.05,3.0,0.33
Alfred_Hitchcock,Gardening,120.0,7.0,,0.0,,,0.08,3.0,0.47
Alfred_Hitchcock,Istanbul,90.5,5.75,2.0,0.0,,,0.07,3.0,0.45
Alfred_Hitchcock,Caracas,131.0,4.0,3.0,0.0,,,0.06,3.0,0.44
Alfred_Hitchcock,Quito,82.0,7.0,,0.0,,,0.08,3.0,0.45
Alfred_Hitchcock,Tree_Sparrow,210.0,11.0,,0.0,,,0.14,5.0,0.31
Iron_Maiden,Vietnam,103.0,7.33,1.4,0.0,,,0.08,2.0,0.44
Iron_Maiden,Civilization,58.67,4.67,2.0,0.0,,,0.05,3.0,0.41
Iron_Maiden,Cyprus,50.0,4.0,1.0,0.0,,,0.04,2.0,0.41
Iron_Maiden,Star_Wars,108.5,6.0,3.0,0.0,,,0.07,3.0,0.29
Iron_Maiden,Slovenia,144.0,4.0,,0.0,,,0.06,2.0,0.46
Iron_Maiden,Goose,80.0,7.0,,0.5,264.0,9.0,0.17,4.0,0.41
Iron_Maiden,Wind,37.0,3.0,,0.0,,,0.03,2.0,0.43
Iron_Maiden,Cricket,18.0,3.0,1.0,0.0,,,0.03,2.0,0.44
Iron_Maiden,Flag_of_Mexico,84.0,7.0,1.0,0.0,,,0.08,3.0,0.2
Iron_Maiden,Uranus,354.0,9.0,3.0,0.0,,,0.15,3.0,0.48
Schrödinger_equation,North_America,129.0,4.0,3.0,0.0,,,0.06,3.0,0.31
Schrödinger_equation,Flag_of_Hong_Kong,167.0,6.0,,0.0,,,0.09,4.0,0.41
Schrödinger_equation,Lake_Chad,383.0,7.0,,0.0,,,0.14,4.0,0.42
Schrödinger_equation,Nahuatl_language,52.0,7.0,3.0,0.0,,,0.07,4.0,0.29
Cheese,Achilles,48.0,6.0,,0.0,,,0.06,2.0,0.51
Cheese,AIDS,33.33,4.0,,0.0,,,0.04,2.0,0.46
Cheese,Ant,90.0,7.0,,0.0,,,0.08,3.0,0.38
Cheese,Canada,67.0,4.0,,0.0,,,0.05,2.0,0.45
Cheese,Cat,370.75,11.5,3.33,0.0,,,0.18,3.0,0.35
Cheese,Christianity,41.5,4.5,1.5,0.0,,,0.05,2.0,0.5
Cheese,Computer,55.57,4.0,1.5,0.12,73.0,3.0,0.07,2.0,0.37
Cheese,Elephant,38.33,4.0,1.5,0.0,,,0.04,2.0,0.38
Cheese,Nuclear_weapon,37.0,3.0,5.0,0.0,,,0.03,2.0,0.39
Cheese,Religion,18.0,4.0,5.0,0.0,,,0.04,2.0,0.42
Cheese,Television,86.75,5.25,3.0,0.33,82.5,2.0,0.13,2.0,0.4
Cheese,Mars_Exploration_Rover,69.67,4.83,1.75,0.0,,,0.05,3.0,0.44
Cheese,Ocean,22.0,4.0,1.0,0.0,,,0.04,2.0,0.42
Cheese,Jesus,43.5,4.0,1.5,0.0,,,0.04,2.0,0.46
Cheese,Greek_mythology,32.0,6.0,,0.5,37.0,2.0,0.16,2.0,0.41
Cheese,Ireland,40.0,4.5,1.0,0.0,,,0.05,2.0,0.46
Cheese,Brain,11.0,3.0,1.0,0.0,,,0.03,2.0,0.35
Cheese,Athletics_(track_and_field),856.0,10.0,,0.0,,,0.27,2.0,0.39
Cheese,Trigonometry,151.0,4.0,,0.0,,,0.07,3.0,0.43
Cheese,Food,5.0,2.0,1.0,0.0,,,0.02,1.0,0.3
Cheese,Cape_Town,91.5,5.5,1.5,0.0,,,0.07,3.0,0.45
Cheese,European_Union,17.0,3.0,1.0,0.0,,,0.03,2.0,0.46
Cheese,Adolf_Hitler,52.5,4.25,1.5,0.0,,,0.05,2.0,0.46
Cheese,Astrology,893.0,21.0,,0.0,,,0.37,3.0,0.44
Cheese,Bible,37.0,5.0,1.0,0.0,,,0.05,2.0,0.44
Cheese,Cairo,55.0,4.0,,0.0,,,0.04,2.0,0.45
Cheese,Jupiter,41.0,6.0,,0.0,,,0.06,3.0,0.48
Cheese,Milk,3.0,2.0,,0.0,,,0.02,1.0,0.28
Cheese,Bantu,114.0,5.0,,0.0,,,0.07,3.0,0.51
Cheese,Flute,328.0,8.0,3.0,0.33,114.0,4.0,0.2,3.0,0.37
Cheese,Chelsea_F.C.,96.0,6.0,,0.0,,,0.07,2.0,0.45
Cheese,Edward_I_of_England,63.0,6.0,2.0,0.0,,,0.06,3.0,0.44
Cheese,Talc,156.0,5.0,,0.0,,,0.08,3.0,0.37
Cheese,Telecommunication,102.0,4.0,4.0,0.0,,,0.06,3.0,0.44
Hey_Jude,Hungary,40.0,4.0,,0.0,,,0.04,2.0,0.47
Hey_Jude,African_slave_trade,172.0,7.0,5.0,0.0,,,0.1,3.0,0.29
Hey_Jude,President_of_the_United_States,68.0,4.0,1.0,0.0,,,0.05,2.0,0.28
Hey_Jude,Poland,222.0,6.0,,0.0,,,0.1,2.0,0.45
Hey_Jude,Abstract_art,99.0,6.5,2.0,0.0,,,0.08,3.0,0.39
Hey_Jude,Iraq,83.5,4.0,2.5,0.0,,,0.05,2.0,0.44
Hey_Jude,Ronald_Reagan,32.0,4.0,,0.0,,,0.04,3.0,0.2
Hey_Jude,Glasgow,29.0,4.0,,0.0,,,0.04,2.0,0.45
Hey_Jude,Royal_Air_Force,90.0,6.0,1.0,0.0,,,0.07,2.0,0.24
Hey_Jude,Weymouth,1090.0,20.0,3.0,0.0,,,0.41,3.0,0.44
Honey,Beer,10.5,2.0,,0.0,,,0.02,1.0,0.3
Honey,Florida,24.0,4.0,1.0,0.0,,,0.04,2.0,0.43
Honey,University_of_Cambridge,149.5,6.5,3.0,0.0,,,0.09,2.0,0.44
Honey,Food,63.0,3.0,1.0,0.0,,,0.04,2.0,0.34
Honey,Aquarium,42.0,4.0,3.0,0.0,,,0.04,2.0,0.46
Honey,Telephone,48.0,4.0,2.0,0.0,,,0.04,2.0,0.41
Honey,Adolf_Hitler,67.0,4.0,1.0,0.0,,,0.05,2.0,0.46
Honey,Tiananmen_Square_protests_of_1989,25.0,4.0,,0.0,,,0.04,2.0,0.43
Honey,Park,46.0,5.0,,0.0,,,0.05,3.0,0.42
Honey,Abraham_Lincoln,23.5,3.5,,0.0,,,0.03,2.0,0.44
Honey,"September_11,_2001_attacks",189.67,5.33,2.0,0.0,,,0.09,2.0,0.45
Honey,Bear,19.0,2.0,,0.0,,,0.02,1.0,0.27
Honey,Chocolate,22.0,3.0,,0.0,,,0.03,2.0,0.25
Honey,Names_of_God_in_Judaism,104.0,4.0,,0.0,,,0.06,2.0,0.44
Californium,George_W._Bush,80.25,4.25,1.0,0.0,,,0.05,3.0,0.47
Californium,Aleksandr_Pushkin,295.0,6.0,2.0,0.0,,,0.11,3.0,0.43
Californium,Color_blindness,252.0,6.5,3.0,0.0,,,0.11,2.0,0.47
Californium,Phosphorus,38.0,4.0,1.0,0.0,,,0.04,2.0,0.35
Californium,Yeast,213.0,4.0,,0.0,,,0.08,3.0,0.44
Californium,Neutron,28.0,3.0,,0.0,,,0.03,1.0,0.3
Californium,Despotism,70.0,5.0,,0.0,,,0.06,4.0,0.46
Meteor_shower,Aberdeen,137.0,5.0,,0.5,28.0,2.0,0.17,4.0,0.46
Meteor_shower,Malawi,126.0,6.0,1.0,0.0,,,0.08,3.0,0.47
Meteor_shower,Gas,58.0,3.0,1.0,0.0,,,0.04,2.0,0.4
Meteor_shower,Climate,9.0,3.0,,0.0,,,0.03,2.0,0.42
Meteor_shower,European_Space_Agency,39.0,3.0,1.0,0.0,,,0.03,2.0,0.3
Meteor_shower,North_Sea,113.0,5.5,2.67,0.0,,,0.07,3.0,0.26
Meteor_shower,Almond,321.29,11.86,3.5,0.22,253.0,9.0,0.21,4.0,0.4
Meteor_shower,Sugar,25.0,6.0,1.0,0.0,,,0.05,3.0,0.39
Meteor_shower,Palau,102.0,6.0,2.0,0.0,,,0.07,3.0,0.5
Shackleton_(crater),Italy,110.0,4.0,,0.0,,,0.06,2.0,0.46
Shackleton_(crater),Fossil_fuel,59.0,4.0,1.0,0.0,,,0.05,2.0,0.34
Triathlon,Ocean,53.0,4.0,,0.0,,,0.04,3.0,0.38
Triathlon,Byzantine_Empire,33.0,5.0,1.0,0.0,,,0.05,3.0,0.53
Triathlon,MINI_(BMW),189.0,6.0,2.0,0.0,,,0.09,4.0,0.44
Triathlon,Jimmy_Carter,96.5,5.0,2.0,0.0,,,0.06,2.0,0.5
Triathlon,Rapping,50.0,5.0,,0.0,,,0.05,3.0,0.48
Triathlon,Yttrium,131.0,6.0,2.0,0.0,,,0.08,4.0,0.47
Grenada,Monkey,183.0,5.0,2.0,0.0,,,0.08,3.0,0.44
Grenada,Great_Wall_of_China,201.67,5.33,2.67,0.0,,,0.09,3.0,0.44
Newsround,Feather,301.83,10.5,3.75,0.0,,,0.15,4.0,0.47
